"years","CA11","CA12","CA13","CA14","CA15","CA16","CA17","CA18","CA19","CA20","CA21","CA22","CA23","CA24","CA25"
1992,-0.213,0.0630000000000002,0.05,-0.0570000000000001,-0.199,-0.0965,-0.0870000000000001,-0.2205,0.024,-0.054,0.002,-0.0555,-0.0389999999999999,-0.2275,-0.0425
1993,-0.325,0.1,0.133,-0.081,-0.198,-0.0374999999999999,-0.053,-0.1745,0.0640000000000001,-0.0570000000000001,0.0275,-0.057,-0.0365,-0.2175,-0.0234999999999999
1994,-0.0804999999999998,0.2405,0.313,-0.0640000000000001,-0.1095,0.04,-0.0175,-0.109,0.1555,-0.01,0.0705,-0.013,0.04,-0.1245,0.0810000000000002
1995,0.1565,0.3365,0.41,0.001,0.0205000000000002,0.162,0.023,-0.036,0.277,0.0775,0.137,0.0315,0.1115,-0.021,0.187
1996,0.0125000000000002,0.2275,0.304,-0.0555000000000001,0.0755000000000001,0.0880000000000001,0.00299999999999989,-0.026,0.283,0.111,0.1465,0.0215,0.042,-0.0625,0.0594999999999999
1997,-0.4105,0.1675,0.0630000000000002,-0.0580000000000001,0.0780000000000001,-0.015,0.0329999999999999,0.00249999999999995,0.3295,0.134,0.1625,0.0509999999999999,0.0235,-0.03,-0.0445
1998,-0.328,0.1475,0.0965,-0.0335,0.105,0.0385,0.0425,0.0385,0.4045,0.1635,0.1625,0.0365,0.0545,0.041,-0.0454999999999999
1999,-0.1225,0.195,0.179,0.037,0.1915,0.133,0.0630000000000001,0.101,0.5005,0.183,0.179,0.061,0.1185,0.142,0.0505
2000,-0.1365,0.1555,0.126,0.0640000000000001,0.2905,0.0984999999999999,0.078,0.166,0.5515,0.2155,0.149,0.0785,0.0785,0.2245,0.1315
2001,0.14,0.229,0.2195,0.104,0.447,0.1385,0.0935,0.202,0.564,0.1875,0.146,0.0985,0.073,0.3265,0.115
2002,0.2715,0.075,0.1115,0.1235,0.5095,0.0295000000000001,0.112,0.212,0.448,0.1535,0.161,0.0975,0.028,0.3475,0.0290000000000001
2003,0.237,0.01,0.012,0.1555,0.526,-0.0730000000000001,0.1015,0.16,0.386,0.163,0.138,0.093,0.00550000000000006,0.3735,0.0194999999999999
2004,-0.0180000000000002,-0.1355,-0.2375,0.12,0.4225,-0.176,0.073,0.11,0.2705,0.126,0.1005,0.0595,-0.0365,0.3145,-0.097
2005,-0.0449999999999999,-0.1805,-0.283,0.1235,0.2975,-0.272,0.0630000000000001,0.0935,0.137,0.0630000000000001,0.0885,0.0265,-0.069,0.2935,-0.1885
2006,0.0939999999999999,-0.1365,-0.2265,0.228,0.2185,-0.226,0.0625000000000001,0.1145,0.1035,0.0555,0.0695,0.038,-0.0355,0.329,-0.1465
